TRE,WECC,EIC
0.45,5.1036,11.3599
0.4332,4.9452,9.9501
0.3768,4.5821,7.5855
0.3096,3.9468,4.7454
0.1908,2.9985,2.0835
5.52E-02,1.8023,0.5088
0,0.6572,0.0357
0,0.1537,0.0002
0,0.0093,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0076
0,0,0.3248
0.0036,0.0002,1.6095
0.0792,0.0683,3.8826
0.2568,0.4785,6.7081
0.4452,1.511,9.472
0.6024,2.8022,11.734
0.7116,3.9512,12.9282
0.7644,4.7707,13.1415
0.7752,5.2425,12.5571
0.7296,5.411,11.1419
0.6408,5.2522,9.102
0.5172,4.748,6.4959
0.3528,3.9605,3.7985
0.1812,2.9213,1.6469
4.68E-02,1.7025,0.3845
0,0.6091,0.0152
0,0.1328,0
0,0.0082,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0102
0,0,0.3563
0.0024,0.0001,1.6462
0.078,0.0749,3.956
0.2208,0.5011,6.7319
0.372,1.5478,9.2371
0.5112,2.8444,11.0485
0.6096,3.9382,12.0374
0.6672,4.7292,12.0874
0.6972,5.1515,11.6123
0.6672,5.2756,10.389
0.594,5.1214,8.5931
0.48,4.7438,6.3907
0.3384,4.0286,4.1038
0.1836,2.954,1.9152
0.0564,1.7115,0.4462
0,0.5894,0.0393
0,0.1118,0.0004
0,0.0027,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0071
0,0,0.2642
0.0024,0.0001,1.3273
0.0828,0.065,3.3435
0.2244,0.4731,5.9931
0.3552,1.4374,8.4803
0.432,2.5905,10.3996
0.5052,3.5845,11.6654
0.5928,4.3071,12.1404
0.6276,4.6996,11.9016
0.6192,4.8352,10.9505
0.5532,4.7242,9.143
0.438,4.2362,6.8676
0.3024,3.4287,4.283
0.1548,2.5121,1.9129
0.0408,1.5499,0.5136
0,0.5781,0.0408
0,0.145,0.0004
0,0.0115,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0003
0,0,0.2081
0.0036,0.0001,1.3093
0.0828,0.0667,3.71
0.24,0.4745,6.7756
0.4128,1.4808,9.448
0.5592,2.7433,11.4183
0.6744,3.8333,12.614
0.7392,4.5715,13.131
0.756,5.0551,12.8983
0.7068,5.1614,11.8849
0.624,4.9979,10.0671
0.504,4.5816,7.4041
0.3504,3.8545,4.5011
0.1812,2.8623,1.9794
5.28E-02,1.7285,0.5119
0,0.6725,0.0427
0,0.1554,0.0004
0,0.0105,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0091
0,0,0.3804
0.0012,0.0001,1.7793
0.0504,0.0674,4.4008
0.18,0.4819,7.4541
0.3312,1.473,10.3447
0.444,2.6734,12.3889
0.5244,3.719,13.561
0.5868,4.3694,13.7293
0.6408,4.8037,13.2862
0.5904,4.9709,12.0422
0.4932,4.8694,10.1339
0.438,4.5218,7.4356
0.3324,3.8925,4.3989
0.1776,2.9397,1.8265
5.40E-02,1.8098,0.4449
0,0.7189,0.0222
0,0.1649,0.0005
0,0.0126,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.011
0,0,0.3538
0.0036,0.0002,1.7124
0.0852,0.0818,4.3588
0.228,0.499,7.3262
0.378,1.4129,9.9528
0.516,2.4679,12.0543
0.6012,3.5054,13.3587
0.6384,4.3679,13.8738
0.6072,5.037,13.3687
0.5616,5.3012,12.0764
0.4932,5.1049,9.8924
0.3996,4.6153,7.3336
0.2844,3.7925,4.3781
0.156,2.7871,1.9287
4.68E-02,1.6762,0.5172
0,0.6345,0.0327
0,0.1489,0.0004
0,0.0077,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0113
0,0,0.349
0.0012,0.0001,1.7804
0.0564,0.081,4.5563
0.1608,0.4707,7.7254
0.2844,1.3547,10.5079
0.4188,2.4503,12.5024
0.5148,3.4689,13.4373
0.5844,4.2644,13.4969
0.6156,4.8526,12.5583
0.5928,5.1233,11.0127
0.5364,5.042,8.7796
0.4248,4.6019,6.4084
0.288,3.8672,3.9881
0.1608,2.8633,1.79
4.92E-02,1.6989,0.4185
0,6.65E-01,0.0344
0,0.1641,0.0004
0,0.0131,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0106
0,0,0.3563
0.0036,0.0002,1.695
0.0792,0.0669,4.368
0.2544,0.4817,7.5549
0.4488,1.4536,10.2757
0.6132,2.626,12.0894
0.7284,3.623,12.9101
0.7932,4.3666,13.0145
0.8088,4.7736,12.5374
0.7752,4.9396,11.5893
0.6936,4.8113,9.8508
0.5628,4.399,7.1676
0.3864,3.6994,4.322
0.198,2.7723,1.9403
6.48E-02,1.6573,0.4561
0,0.6155,0.0312
0,0.1511,0.0002
0,0.012,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0113
0,0,0.3738
0.0036,0.0001,1.7075
0.0816,0.0668,4.3406
0.1944,0.4631,7.4862
0.3012,1.4421,10.0604
0.3612,2.6728,12.1182
0.408,3.676,13.6548
0.4296,4.3934,14.2583
0.4548,4.9071,13.7854
0.4488,5.1245,12.3688
0.4224,5.0976,10.2941
0.342,4.7537,7.5013
0.2328,4.0392,4.6784
0.1344,3.0288,2.1513
4.20E-02,1.8199,0.5139
0,0.6673,0.0418
0,0.1587,0.0005
0,0.0093,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0125
0,0,0.3528
0,0,1.7631
0.0408,0.0639,4.3796
0.12,0.4578,7.5365
0.2172,1.4589,10.1743
0.3084,2.6766,12.0427
0.3936,3.7221,13.0655
0.4368,4.4205,12.8849
0.4524,4.9498,12.468
0.4428,5.1828,11.8924
0.3804,5.135,9.8577
0.3036,4.7749,7.2307
0.1884,4.0507,4.5768
0.096,3.0116,2.0709
2.16E-02,1.8334,0.5382
0,0.7133,0.0429
0,0.1741,0.0004
0,0.0164,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0051
0,0,0.3393
0.0024,0.0002,1.6707
0.0816,0.0818,4.3039
0.234,0.4805,7.3557
0.3708,1.49,9.8835
0.4716,2.7799,11.7565
0.5112,3.8195,12.9238
0.4956,4.5799,13.2558
0.4416,5.0067,12.6519
0.3876,5.1954,11.3141
0.3384,5.1049,9.2511
0.2676,4.6645,6.7136
0.1908,3.9298,4.0789
0.1068,2.9663,1.7758
3.12E-02,1.8295,0.4517
0,0.7046,0.0216
0,0.1684,0.0005
0,0.0104,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0111
0,0,0.3653
0.0024,0.0002,1.6986
0.0744,0.0715,4.1783
0.1992,0.4818,7.2156
0.3168,1.5079,9.9367
0.4056,2.7721,11.8784
0.4716,3.8205,12.895
0.5196,4.5484,13.2239
0.5268,5.0037,12.9151
0.4836,5.1789,12.1351
0.4068,5.0459,10.3045
0.2964,4.6392,7.717
0.2052,3.9579,4.7302
0.1128,2.9845,2.1198
3.48E-02,1.8122,0.491
0,0.7041,0.044
0,0.1775,0.0005
0,0.0142,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0112
0,0,0.3788
0.0036,0.0002,1.7101
0.0804,0.0672,4.2847
0.2568,0.4644,7.4891
0.45,1.3998,10.3444
0.6132,2.5731,12.6032
0.7284,3.4962,13.9437
0.7944,4.2115,14.0625
0.8016,4.8604,13.1121
0.7476,4.9634,11.5721
0.6768,4.7784,9.4741
0.5196,4.501,7.0576
0.3468,3.6906,4.4779
0.1764,2.7255,2.0632
5.16E-02,1.594,0.5495
0,0.5618,0.0475
0,0.1104,0.0004
0,0.0033,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0005
0,0,0.1869
0.0036,0.0002,1.2546
0.0804,0.0641,3.6621
0.252,0.4636,6.6529
0.4404,1.4333,9.3079
0.6024,2.5817,11.2946
0.7164,3.5855,12.8504
0.78,4.3738,13.2766
0.7896,4.9384,12.8484
0.7524,5.0965,11.5784
0.6696,4.9672,9.6886
0.5256,4.4989,7.1322
0.36,3.8357,4.3311
0.1848,2.9478,1.9327
5.40E-02,1.8169,0.4974
0,0.7423,0.0388
0,0.1846,0.0004
0,0.0175,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0106
0,0,0.3594
0.0036,0.0002,1.7326
0.078,0.0763,4.1976
0.2496,0.4727,7.2033
0.4392,1.3552,9.9687
0.5988,2.467,12.04
0.7128,3.4881,13.0252
0.7764,4.2615,12.9807
0.7908,4.8162,12.4974
0.756,5.0002,10.8171
0.672,4.8609,8.8514
0.5448,4.4562,6.6452
0.3744,3.7969,4.2322
0.1944,2.8834,1.9717
5.52E-02,1.7786,0.5256
0,0.6892,0.038
0,0.1512,0.0005
0,0.0115,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0058
0,0,0.3347
0.0036,0.0001,1.4469
0.0768,0.0752,3.5734
0.2508,0.4828,6.1037
0.4416,1.4415,8.7061
0.5976,2.6878,11.182
0.7104,3.7572,11.962
0.774,4.5525,12.1393
0.7824,5.0519,12.136
0.7464,5.1757,11.087
0.6612,4.9869,9.3697
0.528,4.5019,7.1669
0.3612,3.8095,4.5999
0.1872,2.7648,2.0711
5.64E-02,1.6492,0.5356
0,0.5968,0.0411
0,0.123,0.0004
0,0.0044,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0101
0,0,0.3689
0.0036,0.0001,1.6589
0.084,0.0712,4.4663
0.2376,0.4483,7.6964
0.4044,1.4048,10.4055
0.5364,2.6308,12.3631
0.6324,3.6704,13.5859
0.6888,4.4086,14.1008
0.6804,4.8403,13.58
0.5688,4.9901,12.459
0.3888,4.8395,10.6531
0.318,4.461,8.1122
0.246,3.7732,5.0449
0.1416,2.797,2.1582
4.44E-02,1.7376,0.5297
0,0.669,0.0425
0,0.1546,0.0004
0,0.0131,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0087
0,0,0.3432
0.0024,0.0002,1.6335
0.078,0.0774,4.4735
0.2292,0.4835,7.8514
0.3924,1.4766,10.8661
0.5436,2.766,13.1703
0.6516,3.8442,14.5302
0.7008,4.591,14.9712
0.6804,5.0044,14.5069
0.624,5.0911,13.2265
0.552,4.8404,11.0651
0.4284,4.4184,8.2824
0.3156,3.7951,5.0607
0.1872,2.8831,2.1756
5.40E-02,1.7884,0.5498
0,0.7136,0.0404
0,0.168,0.0004
0,0.0165,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0108
0,0,0.3727
0.0036,0.0001,1.7811
0.078,0.0844,4.5906
0.2472,0.4771,7.887
0.4332,1.3957,10.617
0.5916,2.6221,12.6774
0.7056,3.6373,13.9967
0.7692,4.3281,14.3536
0.78,4.6047,13.9163
0.744,4.6362,12.4879
0.6576,4.4322,10.2422
0.5304,3.9897,7.4236
0.3588,3.3285,4.3776
0.186,2.4769,1.9123
5.88E-02,1.521,0.4508
0,0.5687,0.0378
0,0.1207,0.0004
0,0.0055,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.005
0,0,0.2521
0.0036,0.0001,1.3437
0.0864,0.0752,3.5998
0.2424,0.4515,6.6712
0.4164,1.3708,9.6275
0.5616,2.5288,11.6336
0.6528,3.5146,12.7161
0.6708,4.2489,13.1267
0.6348,4.7063,12.7142
0.5496,4.843,11.3963
0.456,4.6652,9.375
0.33,4.2084,6.9071
0.2172,3.4854,4.2617
0.1272,2.6041,1.8815
4.20E-02,1.6344,0.4659
0,0.64,0.037
0,0.1402,0.0004
0,0.0083,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0099
0,0,0.3162
0,0,1.6498
0.0288,0.0692,4.0631
0.0816,0.4438,6.9801
0.1356,1.3776,9.6675
0.1836,2.5832,11.7453
0.2304,3.6061,12.9895
0.282,4.3044,13.4026
0.3012,4.7377,12.945
0.3216,4.86,11.8166
0.3312,4.692,9.9922
0.288,4.2806,7.5811
0.2016,3.5912,4.71
0.1212,2.6806,2.0617
3.48E-02,1.6925,0.4579
0,0.6992,0.0245
0,0.1653,0.0004
0,0.0131,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0092
0,0,0.366
0.0024,0.0001,1.7295
0.0768,0.0726,4.3187
0.2052,0.4783,7.298
0.3276,1.3798,9.8886
0.4152,2.5848,11.7741
0.4716,3.6056,12.9784
0.4992,4.3846,13.2236
0.4656,4.8028,12.6231
0.4236,4.8953,11.4853
0.3408,4.7504,9.6385
0.2436,4.3237,7.2558
0.1608,3.6713,4.4855
0.0828,2.7252,1.9953
2.16E-02,1.7143,0.4941
0,0.6986,0.0359
0,0.1474,0.0004
0,0.0077,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0089
0,0,0.3473
0,0,1.6981
0.0468,0.0705,4.3088
0.126,0.4486,7.3146
0.21,1.3403,9.9912
0.288,2.4941,11.9303
0.3624,3.5479,13.082
0.4044,4.3161,13.4194
0.4152,4.8402,12.9326
0.3912,5.0734,11.6122
0.3408,4.9515,9.5553
0.2688,4.5325,7.0474
0.186,3.8164,4.2845
0.096,2.7979,1.9148
0.024,1.7,0.4826
0,0.6487,0.0359
0,0.1432,0.0004
0,0.0044,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0091
0,0,0.3451
0.0012,0,1.6673
0.048,0.0745,4.0979
0.126,0.4861,6.8713
0.1992,1.3758,9.4743
0.258,2.5077,11.4013
0.3096,3.5365,12.5575
0.3468,4.3028,12.9293
0.3672,4.7588,12.5098
0.3684,4.9559,11.4367
0.3504,4.8587,9.4984
0.3024,4.4556,6.8831
0.2328,3.7082,4.2199
0.138,2.7815,1.9426
4.08E-02,1.7212,0.4943
0,0.7303,0.0356
0,0.1708,0.0004
0,0.0153,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0004
0,0,0.177
0.0024,0.0001,1.1844
0.0744,0.0653,3.3039
0.2112,0.4583,6.131
0.3708,1.2642,8.9746
0.5244,2.2887,11.2138
0.6324,3.2161,12.6254
0.6996,3.8962,12.988
0.7164,4.3499,12.5565
0.6876,4.5354,11.4066
0.612,4.4461,9.3997
0.4956,4.1194,6.9183
0.348,3.6399,4.2953
0.1872,2.864,1.913
5.40E-02,1.8042,0.4702
0,0.7555,0.0312
0,0.1538,0.0004
0,0.0153,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0065
0,0,0.3376
0.0036,0.0001,1.6724
0.0828,0.0716,4.1722
0.2412,0.482,7.1004
0.3984,1.3396,9.6493
0.528,2.505,11.4569
0.618,3.5444,12.6383
0.6684,4.2957,13.0073
0.6792,4.7367,12.4779
0.6456,4.9222,11.2052
0.5784,4.8521,9.3807
0.4656,4.5262,7.0515
0.3408,3.885,4.4808
0.1872,2.9788,2.0265
5.40E-02,1.8592,0.4738
0,0.7689,0.0321
0,0.1555,0
0,0.0148,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0064
0,0,0.3054
0.0024,0.0001,1.6443
0.0816,0.0528,4.2381
0.2376,0.3885,7.3173
0.4056,1.2273,9.995
0.5484,2.417,12.0779
0.6492,3.5039,13.4319
0.708,4.3238,13.954
0.72,4.8769,13.305
0.6864,5.1007,12.0955
0.6096,4.9706,10.1311
0.4932,4.606,7.4167
0.3492,3.9197,4.5089
0.1896,2.9601,1.9648
5.88E-02,1.8435,0.4662
0,0.7317,0.0325
0,0.1553,0.0004
0,0.0142,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0023
0,0,0.3162
0,0,1.6153
0.0396,0.0685,4.0751
0.0912,0.4636,6.9424
0.1476,1.378,9.6003
0.2004,2.6363,11.6177
0.2652,3.709,12.8005
0.378,4.4617,13.177
0.4836,4.8868,12.6527
0.5484,5.0232,11.3859
0.5004,4.8315,9.2329
0.3972,4.4902,6.5189
0.288,3.8015,4.1973
0.1584,2.8925,1.9152
4.32E-02,1.7993,0.4728
0,0.7241,0.03
0,0.1496,0.0004
0,0.0131,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.006
0,0,0.3305
0.0012,0,1.6396
0.0504,0.0695,4.0977
0.132,0.4614,6.7271
0.2208,1.4017,8.9204
0.324,2.6593,10.7864
0.4368,3.7639,12.2627
0.4488,4.5731,12.8457
0.4128,5.0377,12.3022
0.366,5.1344,10.9474
0.3072,4.8925,8.9974
0.228,4.4287,6.5382
0.1524,3.7301,3.9235
0.078,2.8301,1.7143
1.80E-02,1.7767,0.4246
0,0.7098,0.0284
0,0.1538,0.0002
0,0.0115,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0053
0,0,0.2549
0,0,1.3902
0.0336,0.0672,3.5295
0.102,0.4672,6.0711
0.1644,1.3885,8.3131
0.2352,2.5964,10.3422
0.3036,3.6431,11.7389
0.36,4.423,12.1812
0.3744,4.9146,11.6413
0.3432,5.1083,10.2291
0.2964,4.9993,8.3166
0.2304,4.6044,6.0886
0.1548,3.9284,3.797
0.0756,2.9828,1.7487
0.0168,1.8353,0.4227
0,0.738,0.0278
0,0.1503,0.0003
0,0.0109,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0053
0,0,0.286
0,0,1.478
0.0168,0.0615,3.8939
0.0636,0.4619,6.7474
0.1236,1.3892,9.1746
0.2016,2.6117,10.9311
0.2616,3.6707,11.8951
0.3012,4.4591,12.0973
0.3096,4.9518,11.4227
0.3048,5.1516,10.2914
0.2856,5.0578,8.6478
0.2316,4.6448,6.4899
0.1704,3.9536,4.027
0.0936,2.9795,1.8543
0.0264,1.8089,0.4601
0,0.7389,0.0305
0,0.137,0.0002
0,0.0109,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0048
0,0,0.2554
0,0,1.3153
0.0132,0.0575,3.3855
0.0408,0.4689,6.0045
0.0816,1.3862,8.5781
0.1416,2.5971,10.742
0.204,3.6622,11.8607
0.2784,4.4573,12.2272
0.3264,4.9444,11.7121
0.3204,5.1124,10.7363
0.2832,4.9723,9.0152
0.2232,4.566,6.7394
0.144,3.8743,4.1526
0.0672,2.856,1.8179
0.0144,1.7058,0.4541
0,0.7305,0.0283
0,0.1365,0.0002
0,0.0109,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0043
0,0,0.2733
0,0,1.4534
0.0648,0.0544,3.8951
0.1848,0.3608,6.7903
0.2292,1.0365,9.2725
0.2628,1.8563,11.2361
0.2868,2.669,12.4029
0.2676,3.4638,12.5656
0.2832,4.0335,11.954
0.2832,4.0939,10.6577
0.2664,3.7553,8.6026
0.2244,3.204,6.2411
0.174,2.609,3.8239
0.1104,1.9812,1.6735
0.0348,1.2283,0.4203
0,0.5469,0.0248
0,0.0991,0.0003
0,0.0098,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0043
0,0,0.1901
0.0012,0,1.1751
0.0696,0.0562,3.1209
0.204,0.4158,5.4736
0.3192,1.1951,7.7433
0.3984,2.0798,9.5673
0.4788,2.8598,10.6917
0.474,3.5641,10.8083
0.4428,4.0485,10.3068
0.402,4.1887,9.2331
0.3192,3.8939,7.6475
0.2172,3.4534,5.7964
0.1452,2.9582,3.8285
0.0684,2.2348,1.7623
0.0168,1.3956,0.4203
0,0.6365,0.0229
0,0.1232,0
0,0.0066,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.001
0,0,0.2161
0,0,1.3005
0.0576,0.0576,3.4001
0.1584,0.4505,6.0047
0.228,1.3078,8.2602
0.2988,2.4455,9.9187
0.3816,3.3591,11.0826
0.4008,3.8697,11.2528
0.4032,4.2052,10.6109
0.372,4.2816,9.2242
0.3216,4.1961,7.5179
0.2508,3.767,5.7485
0.1764,3.0921,3.6037
0.0972,2.3192,1.6127
0.0228,1.435,0.3816
0,0.5979,0.0227
0,0.1209,0
0,0.006,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0039
0,0,0.2632
0.0012,0,1.3096
0.0732,0.0604,3.3747
0.2124,0.4579,5.8076
0.3744,1.3652,7.7848
0.5184,2.5717,9.2169
0.6216,3.5946,10.2852
0.678,4.268,10.7571
0.6756,4.5922,10.4388
0.6108,4.6525,9.4518
0.498,4.5031,8.0259
0.3864,4.1067,6.2932
0.2568,3.4951,4.0501
0.1404,2.672,1.8169
3.48E-02,1.6976,0.4302
0,0.6884,0.0225
0,0.1211,0.0002
0,0.0049,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0007
0,0,0.2754
0,0,1.4743
0.0588,0.0575,3.9404
0.1692,0.4505,6.9667
0.2688,1.3793,9.6503
0.3564,2.5964,11.7012
0.4512,3.663,13.0103
0.534,4.4388,13.5527
0.5856,4.8708,13.1965
0.5148,5.0154,11.8603
0.4524,4.8459,9.7506
0.3576,4.4775,7.107
0.2328,3.7957,4.3968
0.1236,2.8667,1.9033
0.0276,1.7121,0.4303
0,0.6673,0.0229
0,0.1256,0.0001
0,0.0055,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0031
0,0,0.2914
0,0,1.4937
0.0432,0.0568,3.961
0.1248,0.4257,6.9576
0.2148,1.3257,9.6985
0.294,2.4259,11.7606
0.3468,3.4332,13.0222
0.3708,4.1877,13.4086
0.3672,4.7346,12.8324
0.3408,5.0164,11.4515
0.2964,4.9268,9.3734
0.2364,4.4501,6.8211
0.1644,3.6682,4.0714
0.0852,2.677,1.7413
0.0204,1.6257,0.4039
0,0.6242,0.0202
0,0.1061,0.0001
0,0.0027,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0024
0,0,0.2815
0,0,1.4474
0.0696,0.047,3.5315
0.2016,0.4109,6.0269
0.3456,1.2722,8.3701
0.468,2.1732,10.0079
0.5316,2.9103,11.0638
0.5784,3.4898,11.1392
0.5964,3.8748,10.4971
0.5688,4.0369,9.3681
0.5076,4.0359,7.7511
0.396,3.6686,5.7121
0.2556,3.0151,3.6218
0.1152,2.0488,1.6282
0.0252,1.1411,0.3876
0,0.4799,0.0199
0,0.1032,0.0001
0,0.0044,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.003
0,0,0.2207
0.0012,0,1.326
0.0708,0.053,3.5683
0.2076,0.4201,6.3258
0.3552,1.2918,8.6887
0.4908,2.4283,10.3997
0.6096,3.4475,11.5692
0.6756,4.256,11.9704
0.6804,4.7423,11.5901
0.6396,4.9042,10.3136
0.564,4.746,8.7213
0.45,4.304,6.6758
0.288,3.5661,4.1046
0.1512,2.6897,1.7872
0.036,1.622,0.3761
0,0.6115,0.0188
0,0.0983,0.0001
0,0.0022,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0004
0,0,0.0962
0.0012,0,0.9093
0.0744,0.0452,2.8298
0.2256,0.4163,5.5953
0.3816,1.274,8.2924
0.522,2.3637,10.3908
0.6324,3.2822,11.715
0.6984,4.0136,12.1443
0.7032,4.5561,11.8222
0.6324,4.7907,10.5141
0.5436,4.6913,8.7116
0.432,4.2496,6.5294
0.312,3.6231,4.1513
0.168,2.7233,1.8177
0.0432,1.628,0.4239
0,0.6413,0.0187
0,0.1118,0.0001
0,0.0044,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0021
0,0,0.209
0.0012,0,1.3026
0.0756,0.0458,3.5897
0.24,0.4258,6.3852
0.4224,1.3468,8.8961
0.5676,2.5627,10.8708
0.6672,3.6231,11.8734
0.6732,4.3725,12.3453
0.576,4.8467,11.6835
0.5676,5.0309,10.3587
0.5556,4.8791,8.446
0.432,4.425,6.1584
0.3132,3.7335,3.8114
0.18,2.8037,1.6672
0.0444,1.7331,0.3914
0,0.7185,0.0161
0,0.1267,0.0001
0,0.0055,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.002
0,0,0.2368
0,0,1.3429
0.0672,0.046,3.6793
0.2052,0.4298,6.6564
0.3624,1.2934,9.3428
0.4968,2.3175,11.4219
0.5904,3.2258,12.4913
0.648,3.8585,12.8222
0.6612,4.3256,12.2431
0.6204,4.3882,11.2747
0.5376,4.1142,9.4029
0.42,3.7134,6.7381
0.3012,3.2154,4.0813
0.1584,2.42,1.7231
0.0384,1.5178,0.3505
0,0.6381,0.0122
0,0.1167,0
0,0.0038,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0019
0,0,0.2562
0,0,1.3722
0.066,0.0464,3.5094
0.1944,0.4173,6.2283
0.3144,1.3271,8.8036
0.408,2.4862,10.8001
0.5004,3.5572,11.7909
0.5724,4.2925,11.8553
0.5928,4.6631,11.3166
0.5604,4.7288,10.6358
0.4968,4.5152,9.0766
0.4068,4.0537,6.9136
0.2832,3.3783,4.2576
0.1476,2.5744,1.7697
0.0324,1.5982,0.3582
0,6.44E-01,0.0107
0,0.106,0
0,0.0028,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.2319
0,0,1.3303
0.066,0.049,3.6599
0.198,0.4065,6.3845
0.3132,1.3169,8.8088
0.4128,2.5659,10.8054
0.4776,3.6363,12.1698
0.5076,4.4724,12.5054
0.5232,4.9773,12.025
0.4956,5.0856,10.8139
0.4548,4.902,9.0403
0.3648,4.5079,6.6072
0.2616,3.8579,3.9457
0.1464,2.9619,1.6665
0.036,1.8311,0.3559
0,7.03E-01,0.0101
0,0.1054,0.0001
0,0.0033,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0012
0,0,0.2217
0,0,1.4659
0.0432,0.0438,4.2205
0.1404,0.3588,7.4589
0.2688,1.2389,10.3583
0.396,2.4789,12.6201
0.4992,3.5797,13.9981
0.5544,4.3765,14.1597
0.5556,4.9914,13.5762
0.5292,5.1827,12.5158
0.4632,5.0681,10.4436
0.3756,4.6494,7.4494
0.2376,3.8821,4.1632
0.132,2.9554,1.6867
0.03,1.8482,0.3393
0,7.00E-01,0.0087
0,0.1043,0.0001
0,0.0033,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.001
0,0,0.1983
0,0,1.3249
0.0396,0.0423,3.7443
0.15,0.3821,6.3407
0.2832,1.3637,8.6763
0.4224,2.6128,10.5468
0.492,3.7517,11.5545
0.54,4.5701,11.9031
0.5544,5.104,11.9992
0.5424,5.2906,11.0117
0.4536,5.1288,9.1825
0.3672,4.7171,6.7161
0.2736,3.9975,4.0756
0.15,3.0315,1.7007
0.0348,1.85,0.3393
0,6.96E-01,0.0112
0,0.0942,0.0001
0,0.0027,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1612
0,0,1.2961
0.054,0.041,3.6099
0.168,0.3703,6.4371
0.2964,1.3168,9.1633
0.4356,2.4794,11.4188
0.5616,3.4719,12.8333
0.63,4.2482,13.237
0.666,4.6595,12.59
0.6528,4.7796,11.3343
0.5892,4.5842,9.3651
0.4764,4.1526,6.6625
0.3324,3.537,4.0829
0.1704,2.6852,1.7344
0.036,1.6665,0.3648
0,6.15E-01,0.0121
0,0.0762,0.0001
0,0.0011,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0003
0,0,0.1966
0,0,1.3226
0.0456,0.0417,3.7879
0.1536,0.3335,6.8638
0.2856,1.2146,9.6183
0.4416,2.3597,11.5768
0.5844,3.4187,12.5655
0.6912,4.1132,12.8986
0.7536,4.5045,12.5465
0.7476,4.716,11.1995
0.6732,4.6655,9.4117
0.54,4.2432,6.8655
0.3708,3.5713,4.1064
0.1884,2.6758,1.6926
