TRE,WECC,EIC
0.7656,3.7586,10.6755
0.828,4.6823,10.9387
0.8148,5.2912,10.6503
0.744,5.4886,9.4174
0.5952,5.3467,7.4158
0.408,4.8559,5.2755
0.2328,4.0215,2.9664
0.09,2.8286,0.8442
0,1.3796,0.0283
0,0.22,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.2045
0.0156,0.0003,2.1994
0.2076,0.0912,6.1061
0.4548,0.9236,9.9106
0.6576,2.3309,12.651
0.798,3.6211,14.3349
0.876,4.5567,15.0043
0.8976,5.1733,14.247
0.8592,5.3712,12.4212
0.7644,5.2316,9.7701
0.6108,4.7504,6.6799
0.3996,3.8579,3.3561
1.54E-01,2.659,0.7877
0.0012,1.2478,0.0293
0,0.1894,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.4717
0.0204,0.0004,2.5126
0.2412,0.1047,6.0437
0.4944,0.8988,9.3565
0.6876,2.2089,11.3149
0.8208,3.4312,12.2967
0.894,4.3805,12.534
0.9072,5.0421,12.1301
0.8664,5.2808,10.2034
0.7692,5.1534,7.67
0.6132,4.6597,4.8124
0.3984,3.8073,2.2252
1.50E-01,2.591,0.5027
0,1.19E+00,0.0234
0,0.1642,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.3141
0.018,0.0004,2.0248
0.2364,0.0743,5.0076
0.4908,0.8121,8.1207
0.6864,2.0736,10.8789
0.8184,3.2545,12.4731
0.8904,4.103,12.8069
0.9024,4.6195,12.1121
0.8604,4.7892,10.6991
0.762,4.6686,8.5487
0.6012,4.2085,5.6486
0.3888,3.3917,2.592
1.44E-01,2.2043,0.6424
0,0.9134,0.0249
0,0.1212,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.3363
0.0132,0.0003,2.2368
0.2016,0.0811,5.8984
0.438,0.7368,9.3998
0.6348,1.7793,11.6674
0.7656,2.7194,12.9945
0.84,3.3727,13.4122
0.8448,3.9095,13.0454
0.8052,4.4033,11.8374
0.7104,4.0474,9.4707
0.5616,3.1763,6.5057
0.3552,2.4007,3.2505
0.1248,1.5447,0.7948
0,6.40E-01,0.0225
0,0.0968,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.4059
0.012,0.0003,2.9577
0.192,0.0736,7.2152
0.4236,0.694,10.9383
0.6132,1.873,13.757
0.7476,2.9824,15.4863
0.8232,3.9313,16.0399
0.8448,4.5887,15.3975
0.8076,4.8295,13.724
0.7164,4.7687,11.0317
0.5568,4.2719,7.4068
0.3528,3.3506,3.3518
0.1236,2.2297,0.6974
0,1.03E+00,0.0109
0,0.1347,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.4109
0.0108,0.0002,2.8919
0.1884,0.0189,6.7771
0.4236,0.5099,10.2959
0.618,1.6477,12.7261
0.7536,2.7652,14.3033
0.8292,3.7372,14.9315
0.8388,4.4813,14.5938
0.8004,4.7676,13.0379
0.7056,4.6784,10.3134
0.558,4.2093,6.8199
0.3492,3.3848,2.8619
0.1188,2.2486,0.419
0,1.0394,0.0094
0,0.1254,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.4479
0.0096,0.0002,2.7186
0.1764,0.0286,6.3014
0.3996,0.5876,9.4398
0.5928,1.7495,11.7912
0.7224,2.8224,13.1772
0.7956,3.6321,13.5964
0.8172,4.215,13.1007
0.786,4.5679,11.4005
0.708,4.505,8.8743
0.5628,4.1341,5.6619
0.3612,3.4407,2.3131
0.126,2.4218,0.4548
0,1.18E+00,0.0123
0,0.1617,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1483
0.0072,2.00E-04,1.5625
0.162,0.0228,4.5596
0.4008,0.5615,7.2744
0.6048,1.8447,9.3898
0.7368,3.1106,11.7266
0.798,4.1163,12.1108
0.816,4.6576,11.2544
0.7644,4.767,9.8332
0.66,4.5763,7.6243
0.4872,4.1696,4.9669
0.282,3.4401,2.3087
0.0828,2.375,0.4319
0,1.1234,0.01
0,0.1348,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1873
0.0096,0.0002,1.8769
0.1872,0.051,4.9182
0.426,0.7555,8.0035
0.6192,2.152,10.5591
0.7476,3.4153,12.5388
0.8136,4.2299,13.2465
0.8292,4.7418,12.5078
0.7932,4.8751,10.7388
0.6996,4.7307,8.3673
0.5244,4.273,5.3975
0.3012,3.4545,2.3378
0.0804,2.3381,0.4153
0,1.0305,0.0129
0,0.1069,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1079
0.0036,0.0001,1.4504
0.0972,0.0673,4.3113
0.2304,0.7417,7.1132
0.3384,1.9671,9.0933
0.402,3.1303,10.4935
0.4272,3.9344,11.281
0.4404,4.4365,11.1254
0.3804,4.6954,9.7051
0.276,4.5831,7.5377
0.1644,4.0031,4.7687
0.0804,3.2698,2.0867
0.0252,2.2273,0.369
0,0.9391,0.0046
0,0.1143,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0945
0,0,1.2082
0.0276,0.0662,3.8473
0.0732,0.7242,6.7713
0.1212,1.9727,9.179
0.1536,3.2038,10.8758
0.18,4.0125,11.5669
0.1932,4.5624,11.2011
0.1896,4.857,9.864
0.1692,4.669,7.7257
0.1356,4.1815,5.0752
0.0912,3.309,2.2546
0.036,2.2788,0.384
0,1.0713,0.0163
0,0.1249,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1858
0.006,0.0001,2.1238
0.1524,0.0635,5.5434
0.348,0.7965,8.66
0.4764,2.2731,10.8939
0.5988,3.615,12.2541
0.6432,4.5433,12.4531
0.6792,5.0849,11.8086
0.6624,5.3017,10.4768
0.5868,5.1783,8.2347
0.4812,4.686,5.3013
0.318,3.8112,2.11
0.114,2.6155,0.3048
0,1.1846,0.0129
0,0.123,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.2224
0.0084,0.0002,1.8058
0.2064,0.03,4.4222
0.4716,0.6953,6.9138
0.678,2.1987,8.91
0.8184,3.5436,10.241
0.894,4.5056,10.8709
0.9072,5.1038,10.5224
0.864,5.3474,9.2801
0.7632,5.2084,7.107
0.5988,4.7263,4.3655
0.3756,3.8712,1.7027
0.1236,2.6404,0.3647
0,1.1773,0.0162
0,0.1074,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1717
0.0048,0.0001,1.5601
0.15,0.063,4.8242
0.3612,0.8207,8.1507
0.534,2.2573,10.3528
0.6876,3.539,11.4478
0.816,4.5387,11.919
0.8484,5.2252,11.6889
0.8076,5.4584,10.3293
0.69,5.3217,8.0724
0.4656,4.8265,5.4026
0.2496,3.9681,2.5068
0.0732,2.7344,0.543
0,1.2097,0.0168
0,0.1162,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1133
0.006,0.0001,1.3275
0.1908,0.0627,4.2114
0.4536,0.7762,7.3871
0.6576,2.269,9.8175
0.7992,3.5904,11.3442
0.8784,4.5497,11.9237
0.8952,5.1299,11.4629
0.8544,5.329,10.0081
0.7548,5.1642,7.6952
0.594,4.6488,5.0418
0.3708,3.7241,2.4422
0.12,2.4373,0.5388
0,0.9567,0.0152
0,0.0798,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0727
0.0048,0.0001,1.1199
0.1824,0.0458,3.9871
0.4332,0.7305,7.1716
0.6372,2.2719,9.5762
0.7752,3.7048,10.9038
0.8508,4.7236,11.2255
0.8664,5.3082,10.9251
0.822,5.522,9.6889
0.7152,5.3997,7.9663
0.5472,4.9172,5.2235
0.3228,4.0105,2.2461
0.1008,2.6892,0.3879
0.0696,1.1714,0.0499
0,0.0976,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1983
0.0048,0.0001,1.9459
0.18,0.0551,5.3222
0.4344,0.6691,8.4478
0.6396,1.9744,10.0333
0.7788,3.4443,11.0409
0.8544,4.4402,12.0196
0.8676,5.1094,12.2844
0.8268,5.3643,10.8985
0.7284,5.1423,8.2245
0.5688,4.404,5.0094
0.3504,3.4094,2.0675
0.108,2.328,0.4706
0,0.9491,0.0052
0,0.0788,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1474
0.0036,0.0001,1.6802
0.18,0.0457,4.9731
0.4332,0.6011,8.296
0.6396,1.7441,11.2219
0.7824,2.8462,12.6424
0.8592,3.8557,12.472
0.876,4.627,11.6116
0.8352,4.9183,9.6834
0.738,4.8629,7.1106
0.5724,4.4442,4.3497
0.3516,3.6917,1.6188
0.1068,2.4547,0.2516
0,1.0257,0.0063
0,0.0676,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0927
0,0,1.0283
0.0888,0.0558,3.5523
0.2724,0.6449,6.5105
0.4824,2.1369,8.5678
0.7056,3.5554,10.0762
0.8172,4.5748,10.7209
0.8544,5.1372,10.2683
0.8352,5.3727,9.4426
0.7236,5.315,7.9002
0.5364,4.8453,5.5479
0.3132,3.9621,2.5943
0.0948,2.6739,0.5138
0,1.1203,0.0154
0,0.0768,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0477
0.0012,0,0.7913
0.1404,0.0576,3.3849
0.4224,0.7342,6.844
0.6948,2.2889,9.404
0.8508,3.6973,10.722
0.93,4.6781,11.2264
0.948,5.2802,10.8503
0.906,5.5146,9.8496
0.8052,5.3871,8.0075
0.636,4.8915,5.4184
0.4068,3.9887,2.704
0.1392,2.7396,0.4646
0,1.1566,0.0111
0,0.0668,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0471
0.0012,0,1.1391
0.1716,0.0393,4.0055
0.4488,0.6592,7.5795
0.6684,2.0384,10.8606
0.81,3.4174,12.4875
0.8868,4.4759,12.6213
0.8964,5.2007,11.356
0.8544,5.3333,8.8885
0.75,5.0627,6.6075
0.5892,4.4344,4.1344
0.3312,3.4438,1.8712
0.1008,2.1541,0.3403
0,0.8103,0.0117
0,0.0417,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0112
0.0012,0.00E+00,0.9165
0.1416,0.0329,4.0957
0.3792,0.5711,7.9744
0.5856,1.8221,11.0354
0.7272,3.2455,12.9863
0.7908,4.3312,13.9453
0.798,4.8857,14.0003
0.7596,4.9455,12.6009
0.6624,4.8662,10.159
0.51,4.4461,6.6241
0.2976,3.4356,2.9138
0.0756,2.2258,0.4439
0,0.9433,0.0104
0,0.0537,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1854
0.0012,0,2.5431
0.144,0.0168,6.7469
0.3588,0.4134,10.8023
0.5016,1.4883,13.7672
0.5664,2.4727,15.3047
0.6012,3.1131,15.5905
0.6516,3.6,14.7862
0.6636,3.9015,12.8679
0.5832,3.7232,10.1772
0.4452,3.1725,6.566
0.2688,2.5185,2.1554
0.0792,1.5634,0.2632
0,0.5431,0.0072
0,0.0237,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0923
0,0,2.044
0.1488,0.019,5.7169
0.3924,0.5028,9.7714
0.6396,1.5938,12.7953
0.7872,2.6426,14.3147
0.8664,3.2994,15.0287
0.8748,3.6264,14.7687
0.8376,3.6189,12.9223
0.7428,3.6623,10.1237
0.588,3.4244,6.3753
0.3708,2.5677,2.2224
0.1104,1.759,0.2044
0,0.708,0.0088
0,0.0199,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1754
0,0,2.3626
0.1224,0.0294,5.7498
0.3372,0.5915,9.0935
0.6024,1.9282,11.2542
0.75,3.0034,12.4293
0.8136,3.7086,13.1271
0.8232,3.9901,12.4893
0.7068,4.1239,10.6678
0.4728,4.0382,8.2087
0.2532,3.7366,4.6799
0.114,3.0845,1.3159
0.0228,2.0183,0.1531
0,0.833,0.0098
0,0.0265,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0332
0,0,1.2539
0.0708,0.021,3.6778
0.2076,0.5905,6.7883
0.3288,2.0316,9.6504
0.4188,3.3147,12.0153
0.5028,4.2211,12.9908
0.5508,4.7138,12.7519
0.5688,4.8338,11.4743
0.4296,4.6324,8.8693
0.24,4.1452,5.3062
0.12,3.3268,2.0788
0.0252,2.2115,0.3457
0,0.8764,0.009
0,0.0223,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0125
0,0,0.7867
0.1044,0.024,3.5137
0.2268,0.5814,7.2995
0.3264,1.8762,10.0776
0.3936,2.8936,11.3364
0.4488,3.6383,11.7117
0.504,4.2229,11.3682
0.4812,4.4919,9.8396
0.3804,4.5505,7.7598
0.282,4.3008,5.399
0.2772,3.3822,2.5635
0.09,2.1671,0.3464
0,0.8054,0.0083
0,0.0199,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0588
0,0,2.0412
0.1044,0.0156,5.9023
0.2952,0.5715,9.8801
0.3768,1.9238,12.8015
0.3612,3.2228,14.1446
0.4308,4.198,14.6743
0.3228,4.7483,14.4216
0.2268,4.8757,13.0735
0.1836,4.5605,10.3061
0.096,3.9467,6.2272
0.0384,3.2848,2.0338
0.0036,2.2735,0.2792
0,0.9047,0.0088
0,0.0218,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0447
0,0,1.1761
0.1284,0.0218,4.1246
0.4164,0.615,7.4911
0.6456,2.076,10.1434
0.7884,3.4144,10.8132
0.864,4.4449,10.6943
0.8808,5.1142,9.9631
0.84,5.457,8.9457
0.7416,5.2296,6.9468
0.5796,4.7276,4.2554
0.3528,3.8445,1.696
0.0852,2.5248,0.276
0,0.9604,0.009
0,0.0182,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0482
0,0,1.7414
0.1584,0.0199,5.3589
0.4416,0.5617,8.7738
0.6648,1.8201,11.3323
0.8112,3.1014,13.0315
0.8892,4.0623,13.4459
0.9048,4.7528,12.4979
0.864,5.1114,10.2106
0.7644,4.9268,7.5068
0.5904,4.4515,4.4479
0.3612,3.5574,1.5916
0.0864,2.3242,0.2217
0,0.8243,0.0072
0,0.0074,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0036
0,0,0.8361
0.204,0.0161,3.2742
0.504,0.5562,5.9646
0.7224,1.9152,8.0425
0.8592,3.1112,9.3071
0.936,3.8611,9.8821
0.9528,4.2813,9.6636
0.912,4.7435,8.3379
0.8124,4.6552,6.2262
0.6492,3.9818,4.103
0.4176,3.0865,1.6902
0.1128,1.9854,0.2712
0,0.7997,0.0074
0,0.0099,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0279
0,0,1.6135
0.1704,0.0057,5.0115
0.4548,0.2981,8.9574
0.6648,1.4196,12.3156
0.7968,2.6561,14.4809
0.8628,3.6326,15.1183
0.8676,4.2662,14.7942
0.7956,4.4759,13.0285
0.648,4.3345,10.2226
0.4668,3.9479,6.2206
0.2676,3.1821,2.2424
0.0552,2.0171,0.2468
0,0.7025,0.0037
0,0.0024,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0325
0,0,1.6882
0.0324,0.0084,5.3937
0.1308,0.4409,9.5815
0.3072,1.5362,13.0139
0.6276,2.6647,14.896
0.8436,3.7964,15.627
0.8688,4.485,15.2082
0.8268,4.7637,13.6101
0.7236,4.6559,10.7873
0.564,4.1564,6.6299
0.3312,3.2635,2.1826
0.0708,2.0593,0.1839
0,0.7234,0.0053
0,0.005,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0321
0,0,1.8137
0.1092,0.0074,5.2229
0.354,0.4048,8.5705
0.5904,1.6296,10.9443
0.7752,2.9556,12.4267
0.8604,3.9029,13.115
0.8856,4.4816,12.6414
0.8508,4.6762,10.8149
0.7584,4.5042,8.213
0.5928,4.092,4.8273
0.3756,3.292,1.3967
0.0864,2.0294,0.1598
0,0.6854,0.0048
0,0.005,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0132
0,0,1.16
0.1512,0.0059,3.7672
0.4284,0.3152,6.8676
0.6432,1.4522,9.3526
0.7884,2.7076,10.9474
0.8676,3.8486,11.5222
0.888,4.4902,11.3905
0.8496,4.7282,10.0163
0.7512,4.5356,7.7122
0.5904,3.9734,4.8691
0.366,3.0449,1.7845
0.0804,1.8709,0.1947
0,0.6062,0.0028
0,0.0074,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0073
0,0,0.8705
0.1368,0.0029,3.7477
0.4212,0.275,7.6051
0.6264,1.5106,10.7071
0.7812,2.8743,12.3141
0.8712,3.9199,12.8183
0.8916,4.5417,12.0151
0.8544,4.8073,10.1776
0.7584,4.7352,7.2306
0.5844,4.0651,4.0164
0.3612,3.1084,1.2359
0.0696,2.073,0.1296
0,0.8486,0.0042
0,0.008,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0075
0,0,0.9785
0.102,0.0024,3.7704
0.3708,0.3546,7.1046
0.6204,1.6897,9.8516
0.7632,2.9589,11.6678
0.8424,3.8911,12.5802
0.8532,4.4586,12.228
0.8148,4.6626,10.9762
0.7044,4.4897,8.173
0.5076,3.8283,4.7743
0.2508,3.0777,1.8141
0.0492,1.942,0.2195
0,0.7717,0.0045
0,0.005,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.006
0,0,0.8321
0.0924,0.0021,3.4714
0.3552,0.3996,7.2863
0.606,1.851,10.4289
0.708,3.1581,12.0288
0.7344,4.0983,12.0098
0.714,4.6536,11.1156
0.672,4.9372,9.4669
0.5304,4.8003,6.8471
0.3552,4.2971,3.9334
1.62E-01,3.4306,1.6101
0.0132,2.188,0.1864
0,0.7583,0.0039
0,0.005,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0024
0,0,0.6
0.1452,0.003,2.822
0.4584,0.4229,5.8053
0.702,1.7932,8.2853
0.8628,3.1613,9.8421
0.948,4.0827,10.471
0.9672,4.6129,10.3579
0.924,4.8159,9.4433
0.8196,4.6351,7.8073
0.6444,4.061,5.0923
4.08E-01,3.1822,1.8937
0.0804,2.074,0.1845
0,0.7894,0.0032
0,0.0024,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0001
0,0,0.4731
0.1764,0.0037,2.6247
0.504,0.3741,5.9131
0.7392,1.7767,8.4609
0.8952,3.1263,10.2299
0.9768,4.0121,11.2698
0.9936,4.5111,11.2624
0.9504,4.8725,10.1433
0.846,4.7088,8.3032
0.6768,4.1706,5.6183
4.39E-01,3.2619,2.4167
0.0924,2.0437,0.1992
0,0.7013,0.0028
0,0.0074,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.5223
0.1728,0.0036,2.7834
0.498,0.2286,5.9361
0.732,1.4473,8.6106
0.8832,2.8632,10.181
0.9636,3.9334,10.9079
0.9792,4.5321,10.7221
0.936,4.8266,9.6793
0.8316,4.7792,7.6957
0.6624,4.2764,5.0141
4.26E-01,3.2453,2.1196
0.0828,1.9717,0.1901
0,0.737,0.0024
0,0.0695,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0006
0,0,0.5532
0.1464,0.0031,2.3511
0.462,0.3654,4.9706
0.69,1.7489,7.3679
0.8256,3.0608,8.7249
0.888,3.943,9.2441
0.9252,4.4528,8.9193
0.8916,4.6452,7.8965
0.7872,4.4839,6.3906
0.6156,4.0524,4.1778
3.78E-01,3.2723,1.7803
0.0624,2.1373,0.1562
0,0.6944,0.0022
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.7498
0.1272,0.0027,3.6002
0.4248,0.3862,7.5187
0.6516,1.7667,10.5209
0.7968,3.1039,12.0567
0.876,4.037,12.5437
0.9024,4.6066,11.4994
0.8592,4.8197,9.6242
0.7572,4.6773,7.2854
0.5928,4.2418,4.6251
0.3612,3.4516,1.516
0.0564,2.1511,0.1279
0,0.548,0.0022
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.8939
0.1284,0.0027,4.249
0.4272,0.328,8.3743
0.6504,1.2963,11.5246
0.7944,2.4452,13.716
0.8724,3.3845,14.3208
0.894,4.0021,13.5848
0.8544,4.0804,11.6416
0.7572,3.8321,8.846
0.5904,3.5036,5.7017
0.36,2.7896,2.1032
0.054,1.6739,0.1459
0,0.5066,0.0015
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.963
0.1248,0.0026,4.4386
0.4188,0.1304,8.5705
0.648,1.0838,11.6642
0.7908,2.4073,13.2613
0.864,3.411,13.1344
0.882,3.9031,12.1114
0.8436,4.185,10.2559
0.7452,4.1787,7.6925
0.576,3.8201,4.3874
0.348,2.9258,1.3108
0.0492,1.8119,0.0834
0,0.648,0.0002
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,1.1919
0.0768,0.0016,4.6978
0.2928,0.3149,8.9507
0.444,1.5977,12.375
0.5016,2.9314,14.1222
0.4536,3.8131,14.4894
0.3528,4.3338,13.3753
0.282,4.499,11.4915
0.2724,4.368,8.7536
0.2412,3.8605,5.4774
0.1716,3.1388,1.7846
0.024,1.999,0.106
0,0.6746,0.0011
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,1.0788
0.0936,0.002,4.2594
0.3732,0.2303,8.0291
0.5988,1.4583,11.1622
0.7164,2.7582,13.1479
0.7752,3.7126,13.7366
0.7716,4.3041,12.6495
0.7296,4.4253,10.2055
0.6432,4.2106,7.3528
0.4956,3.6842,4.1555
0.294,2.9734,1.2103
0.0372,1.9548,0.1028
0,0.7298,0.0013
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.8736
0.1008,0.0021,3.7733
0.3936,0.3083,7.4945
0.6264,1.6543,10.8019
0.7716,3.0404,12.8138
0.8412,4.1748,13.3805
0.852,4.82,12.9377
0.8064,5.0251,11.0811
0.708,4.9055,8.1917
0.5364,4.346,4.3392
0.294,3.4002,0.9878
0.0288,2.0932,0.1009
0,0.6957,0.0011
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,1.0231
0.132,0.0028,4.0282
0.4524,0.2952,7.6604
0.6888,1.6262,10.8154
0.8412,3.0601,13.0312
0.9216,4.1208,13.9942
0.9384,4.7435,13.3152
0.8964,4.9382,11.6784
0.7944,4.7465,8.8915
0.6276,4.1673,4.9106
3.94E-01,3.2393,1.6742
0.0528,1.9829,0.1273
0,0.6268,0.0011
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.3693
0.1176,0.0025,2.1589
0.4308,0.3079,5.5342
0.666,1.6371,8.4537
0.8124,3.0453,10.6095
0.8916,4.0826,11.2791
0.912,4.7692,11.1139
0.87,5.0016,9.955
0.7656,4.905,7.904
0.6072,4.3823,5.0986
3.73E-01,3.4545,1.9547
0.0468,2.0661,0.1202
0,0.574,0.0004
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.5156
0.1116,0.0023,2.9116
0.4212,0.2299,6.8207
0.6588,1.2013,10.365
0.8076,2.5046,12.6782
0.888,3.6626,13.7783
0.9096,4.3953,14.119
0.87,4.6067,13.0078
0.7716,4.3642,10.2918
0.612,3.7253,6.3734
0.3792,2.8523,1.8545
0.0456,1.4568,0.0521
0,0.2458,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,1.2771
0.1032,0.0022,4.7257
0.4056,0.0652,8.414
0.6444,0.796,11.8671
0.7956,2.384,13.8636
0.8784,3.6769,14.2966
0.9012,4.2146,13.5652
0.864,4.1884,11.8805
0.768,3.8213,8.9487
0.6012,3.2593,4.6576
0.3624,2.5093,1.2113
0.0396,1.4575,0.0683
0,0.4486,0.0002
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.6202
0.042,0.0009,3.3339
0.204,0.215,6.942
0.3336,1.4437,10.1959
0.3768,2.8632,12.2582
0.3972,3.7809,12.8159
0.4068,4.3134,12.1821
0.3912,4.3493,10.0962
0.3072,4.1942,7.244
0.1764,3.5315,3.8088
0.078,2.6975,0.8071
0.0048,1.6207,0.0697
0,0.5603,0.0013
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.5212
0.0264,0.0006,2.6506
0.1116,0.2296,5.757
0.1992,1.6785,8.8453
0.27,3.1825,11.1456
0.3096,4.1821,12.0791
0.2748,4.6746,11.6735
0.2028,4.7237,10.2732
0.1524,4.4975,8.1424
0.108,3.9779,4.396
6.24E-02,3.1661,1.3109
0.006,1.9771,0.0793
0,0.632,0.0162
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.6034
0.0708,0.0015,2.9511
0.3672,0.2854,6.8859
